tch_id,data_category,label_zh,label_en,definition_zh,definition_en,associated_pathomechanism,sources,date_accessed,notes
TmpTCH:SYMPTOM_20261,symptom,粉剌疙瘩,粉剌疙瘩,,,湿热,SymMap2.0 SMTS262,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20262,symptom,风寒头痛,风寒头痛,这类患者常有明显的感受风寒的病史。风寒头痛多发于吹风受寒之后，大致涉及因感受风寒引起发作的偏头痛、群集性头痛、肌紧张性头痛、头部神经痛。,这类患者常有明显的感受风寒的病史。风寒头痛多发于吹风受寒之后，大致涉及因感受风寒引起发作的偏头痛、群集性头痛、肌紧张性头痛、头部神经痛。,风寒犯肺,SymMap2.0 SMTS263,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20263,symptom,风热,风热,风热，是病证名，风和热相结合的病邪，临床表现为发热重、恶寒较轻、咳嗽、口渴、舌边尖红、苔微黄、脉浮数，甚则口燥、目赤、咽痛、衄血等。是风热之邪犯表、肺气失和所致。治以疏风清热为主。,风热，是病证名，风和热相结合的病邪，临床表现为发热重、恶寒较轻、咳嗽、口渴、舌边尖红、苔微黄、脉浮数，甚则口燥、目赤、咽痛、衄血等。是风热之邪犯表、肺气失和所致。治以疏风清热为主。,风热,SymMap2.0 SMTS264,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20264,symptom,风热感冒,风热感冒,风热感冒(common cold with wind-heat syndrome)是风热之邪犯表、肺气失和所致。症状表现为发热重、微恶风、头胀痛、有汗、咽喉红肿疼痛、咳嗽、痰黏或黄、鼻塞黄涕、口渴喜饮、舌尖边红、苔薄白微黄。风热感冒多见于夏秋季，外感风热所致。中医认为，风热感冒是感受风热之邪所致的表证。,风热感冒(common cold with wind-heat syndrome)是风热之邪犯表、肺气失和所致。症状表现为发热重、微恶风、头胀痛、有汗、咽喉红肿疼痛、咳嗽、痰黏或黄、鼻塞黄涕、口渴喜饮、舌尖边红、苔薄白微黄。风热感冒多见于夏秋季，外感风热所致。中医认为，风热感冒是感受风热之邪所致的表证。,风热,SymMap2.0 SMTS265,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20265,symptom,风湿痹痛,风湿痹痛,,,风湿,SymMap2.0 SMTS266,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20266,symptom,风湿关节痛,风湿关节痛,,,风湿,SymMap2.0 SMTS267,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20267,symptom,风湿疼痛,风湿疼痛,,,风湿,SymMap2.0 SMTS268,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20268,symptom,风湿瘀痛,风湿瘀痛,,,风湿,SymMap2.0 SMTS269,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20269,symptom,风湿肢体关节痿软,风湿肢体关节痿软,,,风湿,SymMap2.0 SMTS270,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20270,symptom,风痰,风痰,风痰，病证名。痰扰肝经的病证。风痰证有以下两方面的含义：一是指痰扰肝经的病证。《医学入门》卷五：“动于肝，多眩晕头风，眼目瞤动昏涩，耳轮瘙痒，胁肋胀痛，左瘫右痪，麻木蜷跛奇证，名曰风痰。”《医宗必读》卷九：“在肝经者，名曰风痰，脉弦面青，四肢满闷，便溺秘涩，时有躁怒，其痰青而多泡。”又名肝经风痰。二是指素有痰疾，因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者，因感风而发，或因风热怫郁而然也。此皆素抱痰疾者，因风、寒、气、热、味而喘咯咳唾，非别有五种之痰。”,风痰，病证名。痰扰肝经的病证。风痰证有以下两方面的含义：一是指痰扰肝经的病证。《医学入门》卷五：“动于肝，多眩晕头风，眼目瞤动昏涩，耳轮瘙痒，胁肋胀痛，左瘫右痪，麻木蜷跛奇证，名曰风痰。”《医宗必读》卷九：“在肝经者，名曰风痰，脉弦面青，四肢满闷，便溺秘涩，时有躁怒，其痰青而多泡。”又名肝经风痰。二是指素有痰疾，因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者，因感风而发，或因风热怫郁而然也。此皆素抱痰疾者，因风、寒、气、热、味而喘咯咳唾，非别有五种之痰。”,风痰,SymMap2.0 SMTS271,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20271,symptom,风痰眩晕,风痰眩晕,病证名。因风痰上壅，闭塞清阳所致眩晕。见《医学正传·眩运》。《杂病源流犀烛·头痛源流》：“风痰闭壅眩晕，必胸膈痞塞，项急，肩背拘倦，神昏多睡，或心忪烦闷而发。”治宜祛风化痰，用半夏白术天麻汤、天麻丸、白附子丸等方。如见眩晕闷乱，瘫痪，搐搦，瞤动等症，治宜青州白圆子。,病证名。因风痰上壅，闭塞清阳所致眩晕。见《医学正传·眩运》。《杂病源流犀烛·头痛源流》：“风痰闭壅眩晕，必胸膈痞塞，项急，肩背拘倦，神昏多睡，或心忪烦闷而发。”治宜祛风化痰，用半夏白术天麻汤、天麻丸、白附子丸等方。如见眩晕闷乱，瘫痪，搐搦，瞤动等症，治宜青州白圆子。,风痰,SymMap2.0 SMTS272,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20272,symptom,风痰瘀血痹阻脉络,风痰瘀血痹阻脉络,,,风痰,SymMap2.0 SMTS273,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20273,symptom,风痛,风痛,风痛风痛是中医的风湿痹痛，大部分指的是风湿病，是一种因人体免疫力差，链球菌感染引起的慢性变态反应性疾病。,风痛风痛是中医的风湿痹痛，大部分指的是风湿病，是一种因人体免疫力差，链球菌感染引起的慢性变态反应性疾病。,风,SymMap2.0 SMTS274,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20274,symptom,风眼烂弦,风眼烂弦,,,风热,SymMap2.0 SMTS275,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20275,symptom,风疹发红,风疹发红,,,风热,SymMap2.0 SMTS276,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20276,symptom,风疹瘙痒,风疹瘙痒,,,风热,SymMap2.0 SMTS277,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20277,symptom,浮肿,浮肿,浮肿是机体细胞外液中水分积聚所致的局部或全身肿胀。浮肿与身体很多器官的病变有关，引起浮肿的病因很多，复杂多变。自身所处的环境，生活方式，行为动作等都可能引起浮肿。,浮肿是机体细胞外液中水分积聚所致的局部或全身肿胀。浮肿与身体很多器官的病变有关，引起浮肿的病因很多，复杂多变。自身所处的环境，生活方式，行为动作等都可能引起浮肿。,风水,SymMap2.0 SMTS278,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20278,symptom,腐肉不去,腐肉不去,,,湿热,SymMap2.0 SMTS279,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20279,symptom,妇女痛经,妇女痛经,,,血瘀,SymMap2.0 SMTS280,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20280,symptom,妇女癥瘕,妇女癥瘕,,,血瘀,SymMap2.0 SMTS281,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20281,symptom,腹暴痛,腹暴痛,,,血瘀,SymMap2.0 SMTS282,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20282,symptom,腹部不适,腹部不适,,,气滞,SymMap2.0 SMTS283,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20283,symptom,腹部隐痛,腹部隐痛,,,气虚,SymMap2.0 SMTS284,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20284,symptom,腹部胀满,腹部胀满,,,气滞,SymMap2.0 SMTS285,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20285,symptom,腹部胀满不舒,腹部胀满不舒,,,气滞,SymMap2.0 SMTS286,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20286,symptom,腹水,腹水,腹水（ascites），指腹腔内游离液体的过量积聚，是体征而并非一种疾病。任何病理状态下导致腹腔内液体量超过200ml即称为腹水。产生腹水的病因很多，比较常见的有心血管病、肝脏病、腹膜病、肾脏病、营养障碍病、恶性肿瘤腹膜转移、卵巢肿瘤、结缔组织疾病等。腹水定量诊断除影像学检查外，主要依据腹部叩诊法：腹水达500ml时，可用肘膝位叩诊法证实；1000ml以上的腹水可引起移动性浊音，大量腹水时两侧胁腹膨出如蛙腹，检查可有液波震颤；小量腹水则需经超声检查才能发现。,腹水（ascites），指腹腔内游离液体的过量积聚，是体征而并非一种疾病。任何病理状态下导致腹腔内液体量超过200ml即称为腹水。产生腹水的病因很多，比较常见的有心血管病、肝脏病、腹膜病、肾脏病、营养障碍病、恶性肿瘤腹膜转移、卵巢肿瘤、结缔组织疾病等。腹水定量诊断除影像学检查外，主要依据腹部叩诊法：腹水达500ml时，可用肘膝位叩诊法证实；1000ml以上的腹水可引起移动性浊音，大量腹水时两侧胁腹膨出如蛙腹，检查可有液波震颤；小量腹水则需经超声检查才能发现。,水饮,SymMap2.0 SMTS287,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20287,symptom,腹痛,腹痛,腹痛（abdominal pain）是临床常见的症状，也是促使患者就诊的原因。腹痛多由腹内组织或器官受到某种强烈刺激或损伤所致，也可由胸部疾病及全身性疾病所致。此外，腹痛又是一种主观感觉，腹痛的性质和强度，不仅受病变情况和刺激程度影响，而且受神经和心理等因素的影响。即患者对疼痛刺激的敏感性存在差异，相同病变的刺激在不同的患者或同一患者的不同时期引起的腹痛在性质、强度及持续时间上有所不同。,腹痛（abdominal pain）是临床常见的症状，也是促使患者就诊的原因。腹痛多由腹内组织或器官受到某种强烈刺激或损伤所致，也可由胸部疾病及全身性疾病所致。此外，腹痛又是一种主观感觉，腹痛的性质和强度，不仅受病变情况和刺激程度影响，而且受神经和心理等因素的影响。即患者对疼痛刺激的敏感性存在差异，相同病变的刺激在不同的患者或同一患者的不同时期引起的腹痛在性质、强度及持续时间上有所不同。,血虚,SymMap2.0 SMTS288,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20288,symptom,腹痛绵绵,腹痛绵绵,,,气虚,SymMap2.0 SMTS289,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20289,symptom,腹泻,腹泻,腹泻（diarrhea）是一种常见症状，俗称“拉肚子”，是指排便次数明显超过平日习惯的频率，粪质稀薄，水分增加，每日排便量超过200g，或含未消化食物或脓血、黏液。腹泻常伴有排便急迫感、肛门不适、失禁等症状。正常人每日大约有9L液体进入胃肠道，通过肠道对水分的吸收，最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少，就会导致粪便中水分排出量增加，便产生腹泻。临床上按病程长短，将腹泻分急性和慢性两类。急性腹泻发病急剧，病程在2～3周之内，大多系感染引起。慢性腹泻指病程在两个月以上或间歇期在2～4周内的复发性腹泻，发病原因更为复杂，可为感染性或非感染性因素所致。,腹泻（diarrhea）是一种常见症状，俗称“拉肚子”，是指排便次数明显超过平日习惯的频率，粪质稀薄，水分增加，每日排便量超过200g，或含未消化食物或脓血、黏液。腹泻常伴有排便急迫感、肛门不适、失禁等症状。正常人每日大约有9L液体进入胃肠道，通过肠道对水分的吸收，最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少，就会导致粪便中水分排出量增加，便产生腹泻。临床上按病程长短，将腹泻分急性和慢性两类。急性腹泻发病急剧，病程在2～3周之内，大多系感染引起。慢性腹泻指病程在两个月以上或间歇期在2～4周内的复发性腹泻，发病原因更为复杂，可为感染性或非感染性因素所致。,湿热,SymMap2.0 SMTS290,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20290,symptom,腹有癥块,腹有癥块,,,血瘀,SymMap2.0 SMTS291,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20291,symptom,腹胀,腹胀,腹胀是一种常见的消化系统症状，而非一种疾病。可以是主观上感觉腹部的一部分或全腹部胀满，通常伴有相关的症状，如呕吐、腹泻、嗳气等；也可以是一种客观上的检查所见，如发现腹部一部分或全腹部膨隆。引起腹胀的原因主要见于胃肠道胀气、各种原因所致的腹水、腹腔肿瘤等。,腹胀是一种常见的消化系统症状，而非一种疾病。可以是主观上感觉腹部的一部分或全腹部胀满，通常伴有相关的症状，如呕吐、腹泻、嗳气等；也可以是一种客观上的检查所见，如发现腹部一部分或全腹部膨隆。引起腹胀的原因主要见于胃肠道胀气、各种原因所致的腹水、腹腔肿瘤等。,气滞,SymMap2.0 SMTS292,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20292,symptom,腹胀满,腹胀满,,,气滞,SymMap2.0 SMTS293,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20293,symptom,腹中冷痛,腹中冷痛,,,阳虚,SymMap2.0 SMTS294,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20294,symptom,腹中胀满,腹中胀满,,,气滞,SymMap2.0 SMTS295,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20295,symptom,肝腹水,肝腹水,肝硬化腹水俗称肝腹水（hepatic ascites）。肝硬化腹水是一种慢性肝病，由大块型、结节型、弥漫型的肝细胞变性，坏死、再生；再生、坏死促使组织纤维增生和瘢痕的收缩，致使肝质变硬，形成肝硬化。肝硬化肝功能减退引起门静脉高压，形成了腹水症。,肝硬化腹水俗称肝腹水（hepatic ascites）。肝硬化腹水是一种慢性肝病，由大块型、结节型、弥漫型的肝细胞变性，坏死、再生；再生、坏死促使组织纤维增生和瘢痕的收缩，致使肝质变硬，形成肝硬化。肝硬化肝功能减退引起门静脉高压，形成了腹水症。,痰瘀,SymMap2.0 SMTS296,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20296,symptom,肝火目赤,肝火目赤,,,火热,SymMap2.0 SMTS297,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20297,symptom,肝区疼痛,肝区疼痛,肝区痛是发生在右侧季肋部的疼痛，只是一种症状/体征，并非疾病。多见于急性肝炎时，由于肝脏充血、肿胀、渗出和肝细胞坏死，把肝脏外层的包膜极度撑开，撑紧的肝包膜刺激神经后产生肿痛、钝痛或针刺样疼痛，查体时患者常诉有触压或叩击痛。治疗应针对引起肝区疼痛的原因。,肝区痛是发生在右侧季肋部的疼痛，只是一种症状/体征，并非疾病。多见于急性肝炎时，由于肝脏充血、肿胀、渗出和肝细胞坏死，把肝脏外层的包膜极度撑开，撑紧的肝包膜刺激神经后产生肿痛、钝痛或针刺样疼痛，查体时患者常诉有触压或叩击痛。治疗应针对引起肝区疼痛的原因。,气郁,SymMap2.0 SMTS298,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20298,symptom,肝区胀痛,肝区胀痛,,,气郁,SymMap2.0 SMTS299,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20299,symptom,肝热目赤,肝热目赤,,,火热,SymMap2.0 SMTS300,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20300,symptom,肝痛,肝痛,,,气滞,SymMap2.0 SMTS301,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20301,symptom,肝阳眩晕,肝阳眩晕,,,火热,SymMap2.0 SMTS302,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20302,symptom,肝脏肿大,肝脏肿大,,,痰瘀,SymMap2.0 SMTS303,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20303,symptom,疳积,疳积,疳积以神萎、面黄肌瘦、毛发焦枯、肚大筋露、纳呆便溏为主要表现的儿科病证。多见于1～5岁儿童。 疳积多因饮食不节，乳食喂养不当，损伤脾胃，运化失职，营养不足，气血精微不能濡养脏腑；或因慢性腹泻、慢性痢疾、肠道寄生虫等病，经久不愈，损伤脾胃等引起。,疳积以神萎、面黄肌瘦、毛发焦枯、肚大筋露、纳呆便溏为主要表现的儿科病证。多见于1～5岁儿童。 疳积多因饮食不节，乳食喂养不当，损伤脾胃，运化失职，营养不足，气血精微不能濡养脏腑；或因慢性腹泻、慢性痢疾、肠道寄生虫等病，经久不愈，损伤脾胃等引起。,湿热,SymMap2.0 SMTS304,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
